,headline,url,date,stock,website_name,article_body
24158,Looking for Long-Term Value Look South SO,http://marketfy.com/product/dr-stoxx-options-letter/blog/1187/view/72851/,2015-02-17,D,marketfy,"The following article is sponsored by theDr. Stoxx Options Letter.It's hard to believe, I know, but the strongest sector among U.S. stocks last year was the utilities sector.  Normally thought of a safe haven for long-term conservative investors, utility stocks were suddenly the go-to place for a very different kind of financial animal: the ""momentum stock"" trader...at least for a while.We've seen a substantial correction in the utilities sector so far this year, however, with many of the key players trading off 10% or more from their year-to-date highs.  To blame, primarily, is the strong rebound in treasury bond interest rates, which itself has been caused by the end of the Fed's quantitative easing program (among other things).  As rates climb, those looking for income and safety tend to pull money out of stocks and plow into safe havens like bonds and treasuries.  This is why a chart of the 10-year yield with the utility stock index overlaid shows a clear tendency of the two asset classes to mirror each other:[source:MarketWatch]I'm in the camp that counts this pullback in utilities as a great buying opportunity.  Nothing has changed in the fundamentals of the underlying companies; and the lower share price makes their dividends all the more attractive.  Right now you'll pay less for more yield than any time since October last year.  Among domestic utilities, there are 5 big players: NextEra Energy ($46B), Dominion Resources ($42B), Southern Company ($42B), American Electric ($28B), and PG&E ($26B).  All 5 companies are trading at least -10% below their 52-week highs.   And all 5 companies have seen their dividend rates climb at least 50 basis points, making them attractive places to park cash for those looking for discounted income.My favorite among the big 5 isSouthern Company (NYSE:SO). This utility company generates electricity through coal, nuclear, oil, gas, and hydro and distributes it in the states of Alabama, Georgia, Florida and Mississippi. Since peaking at $53.16 in late January as investors sought the relative safety of utilities, the stock has fallen about 14% in less than three weeks' time, the largest pullback of the top 5.  That is a move statistical importance: it hasn't been matched since the tail-end of the Great Recession, a time with a very different economic context.  Shares are therefore ripe for a bounce from here.As of February 17th, the dividend yield of SO is 4.58%, the largest yield of the top 5, and about 110 basis points above the large-cap utilities index average.  At the last earnings announcement on February 4th, the company came in a bit light on eps, missing its 4th quarter estimates.  This was largely due to charges related to delays in the building of a $8 billion nuclear plant in Georgia, along with a drop in residential sales.  The good news, however, is that industrial sales were up 3.3% quarter on quarter, much higher than industry average.  This bodes well going forward as industry in the region served by Southern is an a strong upswing.As the chart below shows, SO is in a deeply oversold condition.  Shares have already completed a 61.8% Fibonacci retrenchment of its August to January run.  They are also touching its 200-day moving average which coincides with an area of former price support.  The Relative Strength Index (RSI - 14) is printing a rare oversold reading below 30.All the above combine to make Southern Company a compelling buy for long-term investors, especially those looking for income. I consider shares to be attractive at this level, and I expect a rebound toward the 50-day moving average (currently: $49) over the next few weeks.If you buy the shares, you can collect the 4.6% dividend after 12 months.  But in theDr. Stoxx Options Letter, we have a way of collecting even more than that in half the time.  Our put-write strategy allows us to collect a 5.5% dividend in 6 months, which annualizes to a 11% yield.  This is a low-risk way of adding income to our trading capital, and if we are put the shares, we can always sell calls against the shares to lower our cost basis even further."
32458,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2016-01-08,EA,marketfy,
32463,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2016-01-03,EA,marketfy,
32468,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-12-29,EA,marketfy,
32508,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-24,EA,marketfy,
32509,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32510,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32511,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32512,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32513,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32514,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32515,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32516,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32517,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
32518,Daily Trade Recommendations VIRT - TTS - QTS - GME - FICO,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/95925/,2015-11-19,EA,marketfy,
35556,Daily Trade Recommendations PBH - EBIX - EXPR,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/105630/,2016-03-30,EW,marketfy,
35599,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2016-01-08,EW,marketfy,
35600,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2016-01-03,EW,marketfy,
35602,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-12-29,EW,marketfy,
35611,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-11-24,EW,marketfy,
35612,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-11-19,EW,marketfy,
35613,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-11-19,EW,marketfy,
35614,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-11-19,EW,marketfy,
35615,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-11-19,EW,marketfy,
35616,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-11-19,EW,marketfy,
35617,Daily Trade Recommendations VRTU - TPX - SIX - PPBI - KFY,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/96647/,2015-11-19,EW,marketfy,
35725,Swing-Trading Buy List 42015,http://marketfy.com/product/sotms-trade-of-the-day/blog/913/view/79594/,2015-04-20,EW,marketfy,
35751,Top Setups for Feb 24,http://marketfy.com/product/tactical-alpha/blog/1237/view/73410/,2015-03-17,EW,marketfy,"Yet another strong day for the market but with a twist.Major  indices once again had a sideways consolidation day and ended the day  flat or slightly green. However, and unlike last week, there was a lot  less strength under the surface and it seemed that the whole market was  carried by one stock: AAPL.None of this is alarming or technically significant. Conditions remain unequivocally bullish, but we do need a rest.Here are some of the setups I will be watching tomorrow:ADM - Continues to consolidate in a tight range above the 200dma, now needs a push through 48.50-.60CRTO - Starting to move out of an almost year-long base, seems to be getting ready to push through 45CYTR - Narrow consolidation around the 200dma within a well defined price structure, now needs a push through 3.30EW - Narrow range consolidation, seems to be getting ready for a push through 135HDB - Bull flagging above the 20dma, needs a push through 60MARA - Constructive pullback to support, now getting ready for a push through 7 and toward the 50dmaORLY - Very extended, but short tight flag suggests the potential for more upside"
