,headline,label,gpt_response
20125,"3 ETFs To Consider For The Week Ahead: Big Earnings For Airlines, Chips And Consumers",positive,neutral
20126,Stocks Are Falling On January 21 On A Global Growth Downgrade,positive,negative
20127,"Bridger Capital Management, Llc Buys Edwards Lifesciences Corp, KLA Corp, Thomson Reuters Corp, ...",negative,neutral
20128,Netflix Earnings Lead Big Week For Tech Results: Investing Action Plan,negative,Neutral
20129,"Netflix Stock, 2 Chip Heavyweights Sit Near Buy Points Ahead Of Q4 Results",negative,Neutral
20130,Intel (INTC) to Report Q4 Earnings: What's in the Cards?,negative,Neutral
20131,"Fluent Financial, LLC Buys 'M Co, Bristol-Myers Squibb Company, Texas Instruments Inc, Sells ...",negative,Neutral
20132,"Hurlow Wealth Management Group, Inc. Buys Vanguard Short-Term Corporate Bond ETF, iShares iBoxx ...",negative,neutral
20133,"–8… Wealth Advisors, Llc Buys PPG Industries Inc, Westinghouse Air Brake Technologies Corp, ...",negative,Neutral
20134,US Indexes Continue Gains Thursday,neutral,1)
20135,"Stock Market Roars On Bullish Trade, Econ News; Dow Extends Winning Streak To Fourth Day",neutral,1)
20136,"Stock Market Surges To New Highs, Led By Small Caps; Tesla Stock Recovers After Downgrade",neutral,1)
20137,"Zacks Investment Ideas feature highlights: Verizon, Qualcomm, Broadcom, Intel and Skyworks Solutions",neutral,Neutral
20138,The Best Of CES 2020 (Revised),neutral,Neutral
20139,Top 10 Companies That Won The Most US Patents In 2019,neutral,Neutral
20140,The Largest Stocks Weigh Heavy On The S&P 500,negative,Neutral
20141,"Wedge Capital Management L L P Buys US Foods Holding Corp, Apple Inc, Skyworks Solutions Inc, ...",negative,Neutral
20142,Tech Daily: Google Loses Cookies & More,negative,neutral
20143,4 Sector ETFs Sizzling With Solid Buybacks,negative,Positive
20144,The Race To 5G: $1 Billion Subsidy Could Propel 5G Stocks,negative,1)
20145,"The Zacks Analyst Blog Highlights: Microsoft, Intel, Lenovo, HP and Dell Technologies",negative,Neutral
20146,"The Zacks Analyst Blog Highlights: Apple, Roku, Netflix, Intel and Advanced Micro Devices",negative,neutral
20147,3 Large-Cap Dividend Stocks to Buy Now for Your 2020 Portfolio,negative,Neutral
20148,"Towerpoint Wealth, LLC Buys PIMCO Enhanced Short Maturity Active Exchange-Trad, First Trust ...",negative,neutral
20149,Tech Daily Roundup: Apple Protection & More,neutral,neutral
20150,"PC Shipment Scripts Success in Q4: LNVGY, HPQ & More in Focus",neutral,neutral
20151,AMD's ECMWF Supercomputer Contract Irks INTC & NVDA,neutral,Negative
20152,Intel (INTC) Outpaces Stock Market Gains: What You Should Know,neutral,1)
20153,"Tech Daily: MSFT, INTC, AMZN, FB, AAPL, GOOGL",neutral,Neutral
20154,Intel (INTC) Forays Into GPU Arena With New Xe DG1 Card,neutral,Neutral
20155,"The Zacks Analyst Blog Highlights: Advanced Micro Devices, Intel, NVIDIA, Qualcomm and Uber",neutral,Neutral
20156,Intel (INTC) Ups the Ante to Deliver Robust Retail Experience,neutral,Neutral
20157,"Dow Jones Today Sets Sights On 29,000 Ahead Of China Trade Deal, Big Bank Reports; Lululemon Up On Guidance",neutral,Positive
20158,"Stock Market Higher Despite Weak Jobs Report; Stocks To Watch Include Costco, StoneCo And Square",negative,neutral
20159,"Dow Jones Today, Futures Gains Modest After Jobs Report; Chip Stocks Buzzing, Intuitive Surgical Soars On Guidance",negative,1)
20160,"Flying Cars to Takeoff Soon: UBER, GOOGL, INTC are Prototyping",negative,Neutral
20161,3 Semiconductor Stocks to Buy in January for 2020 Growth,neutral,1)
20162,AMD Continues March Higher As Mizuho Joins Bullish Peers With Upgrade,neutral,1)
20163,"Mizuho Upgrades AMD To Buy From Neutral, Boosts Price Target To $55",neutral,1)
20164,"Dow Jones Today, Futures Await Trump's Iran Response; Lennar, Tesla Jump; Boeing Tumbles On Tehran Crash",neutral,Neutral
20165,Alphabet (GOOGL) Waymo's 20-Million Miles Mark New Milepost,neutral,Neutral
20166,HP Unwraps Enhanced Product Line at CES to Serve Client Needs,negative,Neutral
20167,AMD's Latest 7nm-based Laptop Chips Take the Fight to Intel,negative,positive
20168,ON Semiconductor & Pony.ai Team Up to Boost Machine Vision,negative,positive
20169,Intel's Mobileye Achieves New High: Navigates Without Sensors,negative,Neutral
20170,Yandex to Up the Ante With Self Driving Demonstrations at CES,negative,Neutral
20171,"Top Tech Show Starts, Earnings Season Creeps Up: Investing Action Plan",neutral,neutral
20172,"AMD Hits a New 52-Week High, Sees a Powerful Start to 2020",neutral,1)
20173,Apple (AAPL) to Enter Samsung-Dominated 5G Handset Market,neutral,Negative
20174,Apple (AAPL) Launching iPhone Model to Drive Top Line in 2020,neutral,1)
20175,"Dow Jones Rushes 230 Points To Record High Thanks To Disney, Apple",positive,1)
20176,"Stock Market Kicks Off 2020 With Solid Gains; Amazon, AMD, Apple And Tesla Are Key Leaders",positive,positive
20177,Dow Jones Led By Walgreens Stock; Nasdaq 100 Giant Sets Up In Bullish Base,neutral,Positive
20178,"Stock Market Flat In Final Day Of 2019; Apple, Roku, Tesla Are Key Movers",neutral,Neutral
20179,Intel's 10th Generation CPUs Likely to Improve Performance,neutral,1)
20180,"Dow Jones Today, Futures Step Back; Vertex Nears Buy Point, 3 Blue Chips In Buy Range",neutral,Neutral
20181,Intel Vs. AMD: Reviewing The Rivalry As CPU Market Shares Shift,neutral,Neutral
20182,Dividend Stock Spotlight: Intel (INTC),neutral,Neutral
20183,Biotech Rally Sends Nasdaq to 9000: ETFs in Focus,positive,Positive
20184,Stock Market Indexes Mixed As Investors Wonder: Can Santa Claus Rally Continue?,positive,Neutral
20185,Oracle Deploys Cloud Region in India to Support Client Growth,positive,Positive
20186,"The Zacks Analyst Blog Highlights: Microsoft, Apple, Alphabet, IBM and Intel",positive,Neutral
20187,Amazon AMZN Leads Tech to New Highs. What Stocks Joined Them?,neutral,1)
20188,5 Most Environment-Friendly Technology Stocks of 2019,neutral,1)
20189,Should You Invest in the Invesco Dynamic Semiconductors ETF (PSI)?,neutral,neutral
20190,"Dow Jones Futures: These 4 Stocks Hit Buy Zones, But Be Wary Of Santa Claus Rally's Gifts",positive,neutral
20191,AMD Stock Gaps Up To 19-Year High; Intel Stock Breaks Out,positive,Positive
20192,Intel (INTC) Outpaces Stock Market Gains: What You Should Know,positive,Positive
20193,Boeing Rally Boosts Dow Jones; Will This Blue-Chip Tech Stock Catch Up In 2020?,positive,1)
20194,It Must Have Sucked To Have Been A Bear In 2019,positive,Neutral
20195,"Most Active Equity Options For Midday - Monday, Dec. 23",positive,neutral
20196,Intel Corp (INTC) Slams Into Double Top Resistance,positive,neutral
20197,3 Dividend Paying Value Stocks to Consider Heading Into 2020,positive,neutral
20198,Chip Stocks Rise After Analysts Raise Price Target; Nvidia Called Top Semiconductor Idea For 2020,positive,1)
20199,Dow Eyes 230-Point Weekly Gain As Stocks Rally After Impeachment Vote,positive,1)
20200,Dow Jumps 142 Points As Stock Indexes Hit New Highs Despite Impeachment,positive,Positive
20201,Dow Jones Scores All-Time High Despite Trump Impeachment; InMode Moves Bullishly Again,positive,1)
20202,INTC vs. TXN: Which Stock Is the Better Value Option?,positive,neutral
20203,"Automation, Artificial Intelligence, Robots Target Jobs Of The Future",positive,Neutral
20204,Will Data-Centric Strength Boost Intel (INTC) Stock in 2020?,positive,Neutral
20205,Are Investors Undervaluing Intel (INTC) Right Now?,neutral,neutral
20206,NVIDIA Ups the Game for Automotive Domain With Orin Platform,neutral,1)
20207,Miscellaneous Electronics Products Industry Prospects Bright,neutral,Positive
20208,Is The Dow Jones Being Manipulated?,negative,Neutral
20209,"Company News for Dec 17, 2019",negative,Neutral
20210,Intel (INTC) Boosts AI Portfolio With Habana Labs Acquisition,negative,1)
20211,Intel (INTC) Stock Sinks As Market Gains: What You Should Know,negative,Neutral
20212,Buy Micron (MU) Ahead of Q1 Earnings as Stock Reaches New High?,negative,1)
20213,"Dow, Nasdaq Surge To Record High As Apple Avoids New China Tariffs",negative,1)
20214,Trade Deal to Add Charm to These Technology Stocks in 2020,negative,1)
20215,AMD: Not Priced For Perfection,neutral,Neutral
20216,"Amazon Roundup: Government, re:Invent Conference, India, Other",neutral,Neutral
20217,Intel Is Our Top Pick In A Crowded Semi Trade,neutral,neutral
20218,Micron Technology (MU) to Post Q1 Earnings: What in Store?,neutral,Neutral
20219,"AMD, IBD Stock Of The Day, Breaks Out Of Three-Weeks-Tight Pattern",positive,Neutral
20220,"Most Active Equity Options For Midday - Thursday, Dec. 12",positive,Neutral
20221,"Zacks Industry Outlook Highlights: Intel, NVIDIA and STMicroelectronics",positive,Neutral
20222,Intel facing further 10nm delays - Wells Fargo,positive,Negative
20223,AMD Augments Graphics Capabilities Through New Radeon GPU,positive,Positive
20224,"Cisco Enters Chip Market: Should AVGO, INTC, ANET Take Note?",positive,Neutral
20225,Wall Street Breakfast: Future Of Brexit Hangs In The Balance,positive,neutral
20226,VGT: The End Of Technology's Dominance Over Equities Is Coming,positive,Neutral
20227,US Indexes Close Higher Wednesday After — Days of Losses,neutral,Positive
20228,Intel hires GlobalFoundries CTO,neutral,Positive
20229,3 Semiconductor Stocks to Buy Right Now for 2020 on Chip Comeback,neutral,positive
20230,Intel: Here Come The Custom Chips,neutral,Neutral
20231,"Dow Jones Today Dips On Home Depot Outlook, Tesla Up; Caterpillar's Buy Range",neutral,Negative
20232,Amazon's Graviton2 CPU Highlights Arm Presence In Cloud Compute,neutral,Neutral
20233,AMD: Black Swans Do Not Last Forever,neutral,Neutral
20234,Intel's 7.5% Total Yield Will Push The Stock Higher,neutral,positive
20235,Wall Street Breakfast: Trade Deadline And Fed Meeting,neutral,Neutral
20236,McAfee weighs combination with NortonLifeLock,neutral,Neutral
20237,Amazon Steps Up The Processor Wars,neutral,Neutral
20238,Intel (INTC) Dips More Than Broader Markets: What You Should Know,neutral,2)
20239,"Growth Stocks: After A 300% Advance, This Chipmaker Has Two Buy Points",neutral,1)
20240,Nvidia's Expanding AI Edge (Podcast Transcript),neutral,1)
20241,Cisco: The Premier Dividend Technology Stock For Your Portfolio,neutral,Positive
20242,Intel shows off cryogenic control chip,neutral,Neutral
20243,Factors Setting the Tone for Oracle's (ORCL) Q2 Earnings,neutral,Neutral
20244,"Alphabet: Flying Right To $1,700",neutral,1)
20245,"Most Active Equity Options For Midday - Friday, Dec. 6",neutral,Neutral
20246,Stock Market Jumps On Strong Jobs Report; Apple Hits Record High,neutral,1)
20247,Autonomous Vehicles Aim New Highs With Driverless Tests,neutral,1)
20248,5 Blue Chip Stocks to Buy on the Dip for a Stronger Portfolio,neutral,1)
20249,Intel: Currently A Low Growth Dividend Stock - IoT Is The Future,negative,Neutral
20250,Intel's And Nvidia's Margin Is Amazon's Opportunity,negative,Neutral
20251,Nvidia's Expanding AI Edge (Podcast),negative,Neutral
20252,Supreme Court skeptical of Intel in retirement fund case,negative,Neutral
20253,Qualcomm's Monopoly On The 5G Market For Mobile Phones Is Well Deserved,negative,Neutral
20254,IBM: Shareholders Should Be Very Concerned,negative,2)
20255,Delay in U.S.-China Trade Deal Hits 10-Year Treasury Yield,negative,Negative
20256,US Indexes Close Lower Tuesday With New Trade News,negative,Neutral
20257,Intel to Reportedly Acquire Habana Labs to Gain AI Chip Tech,negative,Neutral
20258,Amazon (AMZN) to Release New Server Chip: Will it Hurt Intel?,negative,2)
20259,Intel Vs. Advanced Micro Devices: Not A Zero-Sum CPU Game,negative,Neutral
20260,Ambarella: Back To Reality,negative,Neutral
20261,"Semiconductor Stocks Take Hard Hits In Stock Market, But Show Resilience",negative,Neutral
20262,"Amazon's Graviton2 CPU: This Time, It's For Real",negative,Neutral
20263,"Dow Jones Slumps 700 Points In 2 Days, But Stock Market Bulls Hold Out Hope",negative,2)
20264,"Stock Market Slammed By Trump Trade Moves; Apple, Intel, Other Dow Stocks Tumble",negative,negative
20265,"Most Active Equity Options For Midday - Tuesday, Dec. 3",negative,Neutral
20266,Intel Drives Autonomously Into A Glorious Future,negative,1)
20267,Dow Plunges 450 Points As Trump Roils Stock Market With Fresh Comments,negative,2)
20268,Amazon unveils Graviton2 processor,negative,Neutral
20269,Dow Jones Drops 400 Points On Trump China Comments; Tesla Called 'Must-Own Stock',negative,Negative
20270,Intel (INTC) Concludes Smartphone Modem Business Divestiture,negative,Neutral
20271,"The Zacks Analyst Blog Highlights: Walmart, NIKE, Citigroup, Intel and ResMed",negative,neutral
20272,"Charts I'd Worry About Near Term With China: Apple, Semis (And SMH)",negative,Neutral
20273,"Company News for Dec 3, 2019",negative,neutral
20274,Intel in talks for Israeli chip company - report,negative,Neutral
20275,Year-To-Date And November 2019 Market Review,negative,Neutral
20276,Intel (INTC) Stock Moves -0.67%: What You Should Know,negative,Neutral
20277,AMD: Pressure On In 2020,negative,Neutral.
20278,Focus Universal Tries For $10 Million U.S. IPO,negative,1)
20279,"Top Stock Reports for Walmart, Nike & Citigroup",negative,Neutral
20280,Apple making mini LED push in 2020 - analyst,negative,Neutral
20281,Dow Jones Weakens On Economic Data Despite Nike Strength; Roku Dives 14% On Downgrade,negative,Negative
20282,Should You Invest in the Invesco Dynamic Semiconductors ETF (PSI)?,negative,neutral
20283,"BofA lifts Intel on growth, buybacks",negative,1)
20284,Korea IT H/W: Key Takeaways From Our Q4 2019 Visits To Japan/Taiwan,neutral,Neutral
20285,"AWS chips target AMD, INTC - Wells Fargo",neutral,Neutral
20286,"Melt-Up Alert: Amazon Rises, Intel Hurts Dell, HP But Helps AMD, And Deere Likely Phase One Winner",neutral,Positive
20287,"Dell, HP call out Intel's CPU constraints",neutral,Neutral
20288,"Psagot Investment House Ltd. Buys SPDR S&P 5…… ETF Trust, NextEra Energy Inc, iShares ...",neutral,Positive
20289,"Stock Market Mixed; Boeing, Intel Weigh On Dow, But Tesla Stock Gains On Cybertruck Update",neutral,Neutral
20290,Intel (INTC) Likely to Divest Connected Home Division,neutral,Neutral
20291,Intel: Time For A Dividend Raise,neutral,Neutral
20292,Markets Jump on US-China Trade Hope & Buy this Top Tech Stock - Free Lunch,neutral,1)
20293,Intel seeking buyers for home connectivity unit,neutral,Neutral.
20294,Tech Stocks Ride on Trade Optimism: 5 Must Haves,neutral,Neutral
20295,3 Blue-Chip Tech Stocks to Buy Right Now with U.S. Stocks at New Highs,positive,positive
20296,US Indexes Close Higher Monday,positive,1)
20297,"Stock Market Surges On China Trade, Merger Mania; Nasdaq, S&P Hit Records, Dow Nears One",positive,1)
20298,3 Top Stocks to Buy Heading into December with Market at New Highs,positive,1)
20299,"Dow Jones Led By Intel As Nasdaq, S&P 500 Hit New Highs; Is This China Stock A Buy Right Now?",positive,Neutral
20300,Nvidia Poised to Benefit From Cloud Computing Rebound,positive,1)
20301,"Nasdaq, S&P 500 Hit Record Highs As Fresh China News Fuels Stock Market Rally",positive,Positive
20302,How To Benefit From Trend And Momentum In QQQ,negative,1)
20303,"US Indexes Higher Friday, but Down for the Week",negative,Neutral
20304,"Weaver Consulting Group Buys iShares Russell –……… Value ETF, Microsoft Corp, iShares ...",negative,neutral
20305,VC Deals: SoftBank's Big Bet On African Fintech,negative,Positive
20306,Intel (INTC) Presents At New Street Investor Conference - Slideshow,negative,Neutral
20307,"KeyBanc praises NVDA, AMD for HPC momentum",negative,1)
20308,Top Momentum Stocks Affected by Cash Rotation in Q3,negative,Neutral
20309,The Intel-AMD Showdown,positive,Neutral
20310,3 Dividend-Paying Tech Stocks to Buy Right Now on Growth Opportunities,positive,Positive
20311,"Trade War Updates, Trump & Apple, Target Earnings & Buy This Chip Stock",positive,Neutral
20312,"Apple, Intel sell SoftBank unit for patent hoarding",positive,neutral
20313,Stock Market Lower Amid Latest China Trade News; Tesla In Buy Zone Ahead Of Cybertruck Debut,positive,Negative
20314,HP (HPQ) to Post Q4 Earnings: What's in Store for the Stock?,positive,Neutral
20315,Intel apologizes for CPU shipment delays,positive,Neutral
20316,Paradigm Shift: Growth Vs. Value,positive,neutral
20317,"Bull of the Day: Applied Materials, Inc. (AMAT)",positive,Neutral
20318,"Bridger Capital Management, Llc Buys Ambarella Inc, Schwab U.S. Large-Cap ETF, Schwab U.S. ...",negative,Neutral
20319,Technology And Communication Dashboard - Update,negative,Neutral
20320,Dell Introduces Solutions to Expand HPC and AI Portfolio,negative,Neutral
20321,5 Corporate Giants That Popped After Latest Earnings Release,negative,1)
20322,"Home Depot Disappoints, Yet New Home Numbers Best In 12 Years; We Navigate These Contradictions",neutral,Neutral
20323,Intel Powered By Solid Earnings And An Attractive Valuation,neutral,Positive
20324,"More Intel Price Cuts Present Challenge For AMD, Says Mizuho",neutral,Negative
20325,"AMD at Supercomputing 2019: New Platforms, Deal Wins & More",neutral,Neutral
20326,NVIDIA & Microsoft Intend to Democratize Use of Supercomputer,neutral,positive
20327,Mizuho raises Intel on aggressive price cuts,neutral,Positive
20328,"Bridger Capital Management, Llc Buys Ambarella Inc, Schwab U.S. Large-Cap ETF, Schwab U.S. ...",neutral,Neutral
20329,Intel director acquires $5M in shares,positive,1)
20330,AMD Is A Better Recession Choice Than Peers,positive,neutral
20331,"Valueworks Llc Buys Mohawk Industries Inc, Verizon Communications Inc, Microsoft Corp, Sells ...",positive,Neutral
20332,Intel at Supercomputing 2019: Xe Architecture GPUs & More,positive,Neutral
20333,Nvidia 'Seasonality' Commentary Does Not Meet Scrutiny,positive,Neutral
20334,"5 Blue-Chip Stocks to Buy as Dow Breezes Past 28,000",positive,1)
20335,Wall Street Breakfast: Higher And Higher,positive,neutral
20336,"5 Stocks That Boosted Dow Above —8,………",negative,neutral
20337,"Cullen Capital Management, LLC Buys Healthpeak Properties Inc, Wells Fargo, DuPont de Nemours ...",negative,Neutral
20338,"Wunderlich Capital Managemnt Buys PowerShares QQQ Trust Ser –, iShares Europe ETF, ...",negative,Neutral
20339,3 Semiconductor Stocks to Buy After Strong Earnings on 2020 Chip Growth,negative,positive
20340,Orleans Capital Management Corp Buys iShares U.S. ...,negative,1)
20341,"Amussen Hunsaker & Associates LLC Buys Boeing Co, Vanguard High Dividend Yield Index Fund, ...",negative,Neutral
20342,"Fort Pitt Capital Group, Llc Buys Schwab U.S. ...",neutral,neutral
20343,"Harfst & Associates, Inc. Buys Eaton Corp PLC, CVS Health Corp, Applied Materials Inc, ...",neutral,Neutral
20344,"Petrus Trust Company, LTA Buys Sony Corp, Allergan PLC, UnitedHealth Group Inc, Sells Anadarko ...",neutral,Neutral
20345,Intel adds Sequoia partner to board,neutral,Neutral
20346,"Empire Strikes Back; Walmart And Disney, But For Arista Net And Advanced Micro, Rebels Winning Too",neutral,Neutral
20347,AMD: Intel's Ice Lake Servers Fail To Deliver,neutral,Negative
20348,Technology: Pop May Not Flop,neutral,Neutral
20349,"Bridger Capital Management, Llc Buys Ambarella Inc, Schwab U.S. Large-Cap ETF, Schwab U.S. ...",neutral,Neutral
20350,"The Zacks Analyst Blog Highlights: Nvidia, Intel, TSMC, Google and Microsoft",neutral,Neutral
20351,Intel (INTC) is a Great Momentum Stock: Should You Buy?,neutral,neutral
20352,Are Investors Undervaluing Intel (INTC) Right Now?,neutral,Neutral
20353,Cell Tower REITs: Dealers Of The 5G Arms Race,neutral,neutral
20354,Top 6 Dow Stocks That Have Outpaced Index's Year-to-Date Gain,neutral,Positive
20355,Dividend Stock Spotlight: Texas Instruments,neutral,Neutral
20356,"ARGI Investment Services, LLC Buys Invesco S&P 5…… Equal Weight ETF, Vanguard REIT ETF, ...",neutral,neutral
20357,"Empirical Financial Services, LLC Buys Vanguard Short-Term Government Bond ETF, Intel Corp, ...",neutral,neutral
20358,Nvidia Earnings On The Horizon: Can The Semi Rally Continue?,neutral,Neutral
20359,Nvidia Q3 Should Be Better Than Expected,neutral,1)
20360,Paul Tudor Jones Says Market Is Being Propelled by an 'Explosive Combination' of Forces,neutral,Neutral
20361,"Hamilton Capital Management, Inc. Buys SPDR S&P 5…… ETF Trust, Becton, Dickinson and ...",neutral,Positive
20362,INTC or TXN: Which Is the Better Value Stock Right Now?,neutral,Neutral
20363,"Israel Discount Bank of New York Buys Metropolitan Bank Holding Corp, SPDR Gold Trust, iShares ...",negative,Neutral
20364,"Tredje AP-fonden Buys Intel Corp, Global Payments Inc, L'Harris Technologies Inc, Sells The ...",negative,Neutral
20365,Energy Transfer: This Pipeline Giant Boasts A 10% Yield And Record Low Valuation,neutral,Positive
20366,3 Dividend Paying Stocks to Consider as Stock Market Looks to Mark Sixth Week of Gains,neutral,1)
20367,The Iberian Siestas Edition,neutral,Neutral
20368,Nasdaq (Top 30 Weights) Earnings Estimates/Revisions,neutral,neutral
20369,Semiconductor ETFs Riding High on Solid Earnings,neutral,Positive
20370,"Zacks Value Trader Highlights: H&E Equipment Services, Intel, Builders FirstSource, Sony and Phillips 66",neutral,Neutral
20371,"9 Top Tech Stocks Pay Big Dividends (And Beat The Market, Too)",neutral,1)
20372,"Vantage Financial Partners Ltd., Inc. Buys SPDR S&P 5…… ETF Trust, Zebra Technologies ...",neutral,neutral
20373,Intel: Better Lucky Than Good,neutral,Neutral
20374,Nvidia Q3 Earnings Preview: Buy Surging NVDA Stock Amid Chip Comeback?,neutral,Neutral
20375,"Great Lakes Advisors, Llc Buys Boston Scientific Corp, Public Service Enterprise Group Inc, ...",neutral,Neutral
20376,"Close Asset Management Ltd Buys Booking Holdings Inc, Activision Blizzard Inc, PepsiCo Inc, ...",neutral,1)
20377,"Beck Mack & Oliver Llc Buys Blackstone Group Inc, Jefferies Financial Group Inc, Charles ...",neutral,neutral
20378,Data Center REITs: Go Big Or Go Home,neutral,Neutral
20379,"The Zacks Analyst Blog Highlights: Apple, Intel, JPMorgan Chase, United Technologies and Home Depot",neutral,Neutral
20380,"Zacks.com featured highlights include: SYNNEX, Thermo Fisher Scientific, Allstate, Intel and Target",neutral,Neutral
20381,Intel: 2 Reasons For Optimism,neutral,Positive
20382,Tracking Ken Fisher's Fisher Asset Management Portfolio - Q3 2019 Update,neutral,Neutral
20383,"Hot Options Report For End Of Day - Tuesday, Nov. 5",neutral,Neutral
20384,Semis Riding October's High,neutral,Neutral
20385,AMD Set To Dominate Intel Server Technology Through 2020,neutral,1)
20386,Nio +30% on next-level deal with Mobileye,neutral,1)
20387,5 Excellent Dividend Growth Stocks on Sale,neutral,Neutral
20388,"Dow Jones Today: Futures Rise On China Trade Optimism, Earnings; Xerox Strikes Fujifilm Deal",neutral,1)
20389,5 Stocks Driving Three Major Indexes to Record Highs,neutral,Neutral
20390,Moving Average Crossover Alert: Intel,neutral,Neutral
20391,Intel Breaks Out,positive,1)
20392,Stocks Are Getting Ready For A Short-Term Pullback,positive,negative
20393,AMD: Shift Up To The Next Level,positive,Neutral
20394,Analysts praise Intel after CFO meeting,positive,Positive
20395,Swapping Apple For Apple - October Dividend Portfolio Update,positive,neutral
20396,Talking Tech Stocks With Joe Albano (Podcast),positive,Neutral
20397,ishares PHLX Semiconductor ETF: What's ahead for SOXX?,positive,Neutral
20398,Micron closes on Intel buyout of IM Flash,positive,Neutral
20399,5G Stocks Set to Gain From Smart Cities' Revolution,positive,1)
20400,Option Selling Ideas To Consider And Some To Avoid,positive,neutral
20401,"Red on Halloween, but Green for October",positive,Neutral
20402,"Peel Some Apple; Twitter Loses, TV Wins; Boeing CEO Must Go",positive,1)
20403,AMD Earnings: Out Of The Frying Pan And Into The Fire,positive,Neutral
20404,EchoStar Acquires Helios Wire For Global IoT Tech,positive,1)
20405,Taiwan Semiconductor: Advancing Moore's Law,positive,Positive
20406,Samsung Electro-Mechanics: Waiting Means Missed Opportunity,positive,1)
20407,"Nike, Just Do It, But Not Yet; General Electric Brings Good Things And What That Means For Industrials",neutral,Neutral
20408,Apple Earnings After The Bell: Will It Remain The World's Most Valuable Company?,neutral,Neutral
20409,Intel Growth Returns,neutral,positive
20410,Samsung Embraces Intel Project Athena Vision,neutral,Positive
20411,AMD: Not Exactly Impressive,neutral,Neutral
20412,"Most Active Equity Options For Midday - Tuesday, Oct. 29",neutral,Neutral
20413,Assessing AMD Before Earnings,neutral,Neutral
20414,"The Zacks Analyst Blog Highlights: Intel, Square and Dish Network",neutral,Neutral
20415,"ON Semiconductor (ON) Q3 Earnings Miss, Sales Beat Estimates",neutral,Neutral
20416,5 Solid Relative Price Strength Stocks to Make You Rich,neutral,positive
20417,"Top Stock Picks for Week of October 28, 2019",positive,Neutral
20418,"Top Analyst Reports for Procter & Gamble, Intel & Adobe",positive,Neutral
20419,"I've Been Charting This Breakout, And Here We Are: Industrials And Cloud Tech Are Bottoming - Time To Tighten The Trading Plan",positive,Neutral
20420,"Most Active Equity Options For Midday - Monday, Oct. 28",positive,neutral
20421,Intel's Big Gains May Soon Fizzle,positive,Negative
20422,"Semiconductor Stocks' Oct 29 Earnings Roster: AMD, MXIM & More",positive,Neutral
20423,"The Zacks Analyst Blog Highlights: Alphabet, Amazon, Microsoft, Apple and Intel",positive,neutral
20424,"Stock Market News for Oct 28, 2019",positive,neutral
20425,New Strong Buy Stocks for October 28th,positive,positive
20426,INTC vs. TXN: Which Stock Should Value Investors Buy Now?,positive,Neutral
20427,3 Top Sector ETFs of Last Week,positive,Neutral
20428,Big Week With The FOMC And Apple - Various And Sundry Topics,positive,Neutral
20429,Prepare For a Transition Back to Volatility,positive,Neutral
20430,5 Eerily Low Price-Sales Stocks With High Financial Strength,positive,neutral
20431,— Tech Stocks Move Friday,positive,neutral
20432,Dow Romps More Than 200 Points As These 3 Stocks Rally; S&P 500 Nears High,positive,1)
20433,Semiconductor Surge: Stock Chart Says Short,positive,Neutral
20434,Wall Street Jumps Friday,positive,1)
20435,Blue-Chip Tech Stocks for Investors to Buy Amid Q3 2019 Earnings Season,positive,Neutral
20436,"S&P 500 Nears Record High As Technology, Transportation Lead Market",positive,Positive
20437,"Dow Jones, S&P 500 Flex Strength; Why It's Time To Sell These Blue Chip Stocks And Watch These Leaders",positive,Negative
20438,Mighty Amazon Is Falling; Let's See How Far. Also Some Chips Are Chipper Because Of IT And Datacom,positive,Negative
20439,"Callaway Golf, FedEx, Amazon, Intel and Gilead highlighted as Zacks Bull and Bear of the Day",positive,Neutral
20440,Stocks Continue To Inch Closer To A Global Break Out,positive,Positive
20441,Intel Powers To SOX To A New High,positive,Positive
20442,"Dow Jones Rises, Helped By Bullish Intel Breakout; Nasdaq Unfazed By Amazon Weakness",positive,1)
20443,"Analysts boost Intel after beats, upside outlook",positive,1)
20444,"Intel (INTC) Beats on Q3 Earnings & Revenues, Hikes '19 View",positive,Positive
20445,"Dow Jones Today: Verizon, Intel Climb; Amazon Hits Nasdaq, Boeing Drags On Dow",positive,Neutral
20446,Wall Street Breakfast: China Seeks Removal Of U.S. Tariffs In Return For Ag Buys,positive,Neutral
20447,Intel Corporation (INTC) CEO Bob Swan on Q3 2019 Results - Earnings Call Transcript,positive,neutral
20448,AMD's EPYC Blows Intel's Xeon Out Of The Water,positive,Positive
20449,Dow Jones Futures: Amazon Dives On Earnings; This Dow Giant Signals Breakout,positive,Negative
20450,Intel (INTC) Surpasses Q3 Earnings and Revenue Estimates,positive,1)
20451,"Q3 Earnings Frenzy: Amazon (AMZN), Intel (INTC) & More",positive,Neutral
20452,US Indexes Close Mostly Higher Thursday,positive,1)
20453,Accidental Amazon,positive,Neutral
20454,"Intel +8% after beats, upside Q4 and FY guides",positive,1)
20455,Intel Corporation 2019 Q3 - Results - Earnings Call Presentation,positive,Neutral
20456,Dow Jones Stuck In Red Despite Microsoft Beat; Tesla Stock Fuels Nasdaq Rally,positive,Neutral
20457,"Railway Pension Investments Ltd Buys Bristol-Myers Squibb Company, Amgen Inc, Goldman Sachs ...",positive,Neutral
20458,"Quadrant Capital Group Llc Buys TC Energy Corp, Exxon Mobil Corp, Mitsubishi UFJ Financial ...",positive,1)
